walk,age,floor,rent,area,rooms,ward_Adachi,ward_Arakawa,ward_Bunkyo,ward_Chiyoda,ward_Chuo,ward_Edogawa,ward_Itabashi,ward_Katsushika,ward_Kita,ward_Koto,ward_Meguro,ward_Minato,ward_Nakano,ward_Nerima,ward_Ota,ward_Setagaya,ward_Shibuya,ward_Shinagawa,ward_Shinjuku,ward_Suginami,ward_Sumida,ward_Taito,ward_Toshima,layout_type_DK,layout_type_K,layout_type_LDK,layout_type_LK,layout_type_R,layout_type_SDK,layout_type_SK,layout_type_SLDK
-1.2285661977748439,0.16797879416227637,0.2557003875888452,148000.0,-0.5895705956049783,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.2285661977748439,0.16797879416227637,1.5620328874874323,172000.0,-0.24617844023016405,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.16960414110795707,0.16797879416227637,-0.26683261237058964,117000.0,-0.6675546919591824,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.17993844361274317,0.6925704009584359,2.084565887446867,188000.0,0.2236921235174349,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.17993844361274317,0.6925704009584359,2.607098887406302,210000.0,0.2236921235174349,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8790236130541437,1.0073253650361318,-0.528099112350307,95000.0,-0.8418720838097561,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.8790236130541437,1.0073253650361318,-0.528099112350307,95000.0,-0.8562893117071719,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8686893105493576,-0.3566128126338832,0.2557003875888452,325000.0,1.3849342978002044,1.4758192748919967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8686893105493576,-0.3566128126338832,-0.26683261237058964,330000.0,1.3849342978002044,1.4758192748919967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.9276513672162445,-0.8812044194300428,0.2557003875888452,225000.0,0.2020662816713112,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.965944818873559,0.6925704009584359,-0.26683261237058964,205000.0,0.11883955699077438,-0.4343576143885845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.5294810283334435,-0.7762860980708108,-0.7893656123300244,380000.0,0.7217418145190742,-0.4343576143885845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.5294810283334435,-0.8812044194300428,-0.528099112350307,840000.0,3.2585185959234764,1.4758192748919967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.5294810283334435,-0.8812044194300428,2.3458323874265847,950000.0,3.1661172716718555,3.3859961641725778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8790236130541437,-0.566449455352347,1.300766387507715,384000.0,0.5860888065752066,-0.4343576143885845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8790236130541437,-0.566449455352347,1.8232993874671497,409000.0,0.5860888065752066,-0.4343576143885845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5191467258286574,-0.566449455352347,-0.0055661123908722025,330000.0,1.3023629016604588,1.4758192748919967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
